"full_name","class","e","a","i","om","w","ma","per","moid","moid_ld","pha","H","diameter","albedo","rot_per","epoch"
"       (2020 SL2)",APO,0.6146,1.885,9.80,181.47,94.91,19.50,945,0.0305,11.9,N,26.06,,,,2459110.5
"       (2020 SM2)",APO,0.2044,1.195,1.15,358.48,48.96,309.87,477,0.000944,0.367,N,28.71,,,,2461000.5
"       (2020 SN2)",APO,0.3751,1.607,6.88,335.14,73.05,173.09,744,0.0941,36.6,N,24.02,,,,2461000.5
"       (2020 SO2)",APO,0.4250,1.077,15.79,359.84,117.42,157.24,408,0.046,17.9,N,24.80,,,,2461000.5
"       (2020 SP2)",AMO,0.2460,1.383,11.98,345.34,53.00,37.69,594,0.101,39.5,N,24.20,,,,2461000.5
"       (2020 SQ2)",AMO,0.4886,2.251,7.21,8.70,23.36,181.99,1.23e+03,0.162,63,N,22.90,,,,2461000.5
"       (2020 SR2)",AMO,0.5344,2.187,2.11,338.07,23.38,214.09,1.18e+03,0.0185,7.2,N,26.80,,,,2461000.5
"       (2020 SS2)",APO,0.3406,1.498,12.08,195.80,237.80,252.77,670,0.0851,33.1,N,22.77,,,,2461000.5
"       (2020 ST2)",APO,0.5645,1.561,11.83,165.70,90.36,31.38,713,0.0176,6.84,N,24.42,,,,2459107.5
"       (2020 SV2)",AMO,0.4734,2.046,10.10,358.74,5.63,358.63,1.07e+03,0.0752,29.3,N,25.70,,,,2459113.5
"       (2020 SW2)",AMO,0.3699,1.725,18.99,354.33,294.21,147.26,827,0.211,82.1,N,20.75,,,,2461000.5
"       (2020 SX2)",AMO,0.4927,2.503,1.03,224.38,156.67,105.58,1.45e+03,0.272,106,N,23.00,,,,2461000.5
"       (2020 SY2)",APO,0.5669,2.256,4.42,173.28,243.66,346.57,1.24e+03,0.0511,19.9,N,23.30,,,,2459113.5
"       (2020 SZ2)",APO,0.4662,1.661,2.78,179.02,126.29,167.78,782,0.00229,0.891,N,29.40,,,,2461000.5
"       (2020 SA3)",ATE,0.1744,0.9495,8.20,183.13,49.70,318.41,338,0.0218,8.5,N,25.40,,,,2461000.5
"       (2020 SD3)",AMO,0.2524,1.368,9.64,3.22,26.51,343.54,584,0.0387,15.1,N,24.68,,,,2459114.5
"       (2020 SE3)",APO,0.8499,2.538,11.86,326.12,263.05,114.22,1.48e+03,0.0488,19,Y,20.97,,,,2461000.5
"       (2020 SF3)",AMO,0.5441,2.832,3.55,56.67,324.98,26.48,1.74e+03,0.296,115,N,21.60,,,,2461000.5
"       (2020 SG3)",APO,0.2470,1.24,2.82,296.43,139.15,215.96,505,0.000891,0.347,N,25.10,,,,2461000.5
"       (2020 SH3)",APO,0.5474,2.03,13.77,178.47,121.77,301.62,1.06e+03,0.0544,21.2,N,23.29,,,,2461000.5
"       (2020 SK3)",AMO,0.5960,2.552,9.33,354.55,6.74,94.92,1.49e+03,0.0279,10.9,N,25.10,,,,2461000.5
"       (2020 SL3)",AMO,0.4973,2.144,6.81,359.22,347.86,235.29,1.15e+03,0.0741,28.8,N,25.40,,,,2461000.5
"       (2020 SM3)",AMO,0.4539,2.127,6.14,352.08,347.83,248.16,1.13e+03,0.154,60,N,23.15,,,,2461000.5
"       (2020 SN3)",APO,0.1955,1.133,5.85,179.83,246.44,53.34,441,0.00389,1.51,N,29.95,,,,2461000.5
"       (2020 SO3)",APO,0.4320,1.67,3.94,353.79,326.72,156.39,788,0.0027,1.05,N,27.20,,,,2461000.5
"       (2020 SP3)",AMO,0.5638,2.421,7.92,180.22,176.54,0.79,1.38e+03,0.0524,20.4,N,26.80,,,,2459115.5
"       (2020 SQ3)",APO,0.0756,1.071,18.34,359.30,281.21,307.78,405,0.0433,16.8,N,26.30,,,,2461000.5
"       (2020 SS3)",ATE,0.3779,0.9128,14.52,176.06,306.15,250.19,319,0.001,0.39,N,28.47,,,,2461000.5
"       (2020 ST3)",APO,0.2656,1.337,2.91,178.92,211.62,105.19,564,0.0043,1.68,N,29.69,,,,2461000.5
"       (2020 SV3)",AMO,0.1426,1.417,17.21,11.76,47.05,342.03,616,0.256,99.5,N,22.45,,,,2461000.5
"       (2020 SW3)",ATE,0.3478,0.7774,4.68,356.60,180.65,184.89,250,0.0274,10.7,N,26.90,,,,2459115.5
"       (2020 SX3)",APO,0.6490,2.652,2.51,209.83,198.28,60.55,1.58e+03,0.012,4.66,N,24.20,,,,2461000.5
"       (2020 SY3)",APO,0.3759,1.625,10.79,182.86,208.62,162.81,757,0.0398,15.5,N,25.70,,,,2461000.5
"       (2020 SZ3)",AMO,0.2476,1.418,26.65,357.57,28.14,342.92,617,0.0871,33.9,N,25.00,,,,2459112.5
"       (2020 SB4)",AMO,0.3903,1.672,30.53,357.72,307.72,21.58,789,0.124,48.2,N,23.80,,,,2459110.5
"       (2020 SC4)",AMO,0.5946,2.569,3.47,1.85,1.93,358.26,1.5e+03,0.0388,15.1,N,26.70,,,,2459111.5
"       (2020 SD4)",AMO,0.4696,2.028,14.37,1.97,322.46,11.51,1.05e+03,0.117,45.5,N,24.80,,,,2459114.5
"       (2020 SE4)",AMO,0.5475,2.319,17.43,71.07,301.35,164.26,1.29e+03,0.182,70.9,N,20.41,,,,2461000.5
"       (2020 SF4)",APO,0.2871,1.25,2.11,322.07,327.44,291.79,510,0.0175,6.8,N,26.37,,,,2461000.5
"       (2020 SG4)",AMO,0.3587,1.659,3.61,351.21,5.96,150.26,780,0.0584,22.7,N,26.50,,,,2461000.5
"       (2020 SH4)",APO,0.6699,1.947,4.71,180.67,265.58,340.04,992,0.00224,0.871,N,27.40,,,,2459110.5
"       (2020 SJ4)",AMO,0.2606,1.504,2.70,65.90,312.39,276.81,674,0.119,46.5,N,24.30,,,,2461000.5
"       (2020 SK4)",APO,0.1698,1.04,0.69,189.39,78.17,24.11,388,0.00158,0.617,N,30.38,,,,2461000.5
"       (2020 SL4)",AMO,0.5759,2.542,9.11,0.90,325.58,7.27,1.48e+03,0.0996,38.8,N,24.50,,,,2459114.5
"       (2020 SM4)",APO,0.2617,1.033,5.92,179.10,288.56,282.38,383,0.0167,6.5,N,27.70,,,,2459115.5
"       (2020 SN4)",ATE,0.2278,0.943,7.33,0.81,234.18,329.89,334,0.0132,5.14,N,26.60,,,,2461000.5
"       (2020 SO4)",APO,0.4402,1.732,3.16,177.61,218.92,347.17,833,0.0114,4.46,N,27.20,,,,2459116.5
"       (2020 SP4)",APO,0.6575,2.831,12.84,314.02,19.33,38.74,1.74e+03,0.0203,7.89,Y,21.90,,,,2461000.5
"       (2020 SQ4)",APO,0.5939,2.087,1.18,179.05,239.15,346.59,1.1e+03,0.00178,0.694,N,28.91,,,,2459116.5
"       (2020 SR4)",APO,0.3049,1.234,6.17,2.46,285.31,316.42,501,0.0115,4.48,N,26.40,,,,2461000.5
"       (2020 SS4)",APO,0.6000,2.532,6.58,178.90,185.18,100.00,1.47e+03,0.0102,3.97,N,24.30,,,,2461000.5
"       (2020 ST4)",AMO,0.2521,1.39,10.10,177.89,186.55,358.41,598,0.0366,14.2,N,27.10,,,,2459116.5
"       (2020 SU4)",APO,0.5159,2.044,7.94,13.24,14.37,268.21,1.07e+03,6.09e-05,0.0237,N,23.90,,,,2461000.5
"       (2020 SV4)",APO,0.5794,2.413,0.69,97.88,244.56,4.33,1.37e+03,0.0123,4.79,N,26.80,,,,2459116.5
"       (2020 SY4)",APO,0.6138,1.875,0.57,195.30,244.96,343.39,938,0.00163,0.636,N,27.38,,,,2461000.5
"       (2020 SZ4)",AMO,0.3423,1.701,15.04,204.97,87.37,33.60,811,0.274,107,N,23.00,,,,2459115.5
"       (2020 SA5)",APO,0.6916,2.528,1.94,160.83,133.90,10.87,1.47e+03,0.0099,3.85,N,25.30,,,,2459117.5
"       (2020 SB5)",APO,0.3274,1.104,11.94,172.18,296.27,294.31,424,0.0733,28.5,N,24.80,,,,2459117.5
"       (2020 SC5)",APO,0.3267,1.142,1.39,89.92,180.80,56.70,446,0.0241,9.39,N,25.70,,,,2459118.5
"       (2020 SD5)",AMO,0.4657,1.959,10.40,176.51,164.91,6.76,1e+03,0.0489,19,N,25.80,,,,2459117.5
"       (2020 SE5)",AMO,0.2809,1.504,17.33,13.01,303.92,27.03,674,0.162,63.1,N,24.10,,,,2459118.5
"       (2020 SF5)",AMO,0.5284,2.168,5.68,14.91,346.18,0.69,1.17e+03,0.0268,10.4,N,25.90,,,,2459117.5
"       (2020 SK5)",APO,0.6349,2.691,2.83,155.99,168.66,67.36,1.61e+03,0.00782,3.04,N,23.00,,,,2461000.5
"       (2020 SL5)",APO,0.2993,1.108,28.96,188.74,56.25,236.74,426,0.123,47.7,N,23.20,,,,2461000.5
"       (2020 SM5)",AMO,0.1868,1.301,19.22,7.29,6.48,355.45,542,0.0578,22.5,N,24.66,,,,2459122.5
"       (2020 SN5)",APO,0.4722,1.46,0.32,13.25,274.60,359.99,645,0.00112,0.436,N,28.12,,,,2461000.5
"       (2020 SO5)",APO,0.4919,1.906,0.75,58.38,267.70,12.10,961,0.0111,4.32,N,26.10,,,,2459120.5
"       (2020 SP5)",APO,0.5663,1.863,2.62,164.51,132.62,19.45,929,0.0119,4.64,N,23.90,,,,2459119.5
"       (2020 SQ5)",APO,0.4571,1.673,9.50,0.89,310.07,17.83,791,0.00987,3.84,N,26.40,,,,2459115.5
"       (2020 SR5)",AMO,0.5823,2.547,3.33,42.38,318.44,1.08,1.48e+03,0.0722,28.1,N,25.40,,,,2459119.5
"       (2020 SS5)",APO,0.5623,2.054,6.02,4.48,313.62,280.98,1.08e+03,0.00305,1.19,N,24.98,,,,2461000.5
"       (2020 ST5)",AMO,0.3495,1.813,7.33,338.25,71.36,20.81,892,0.227,88.3,N,23.30,,,,2461000.5
"       (2020 SU5)",APO,0.5730,2.323,8.00,187.46,200.70,353.85,1.29e+03,0.0114,4.45,N,26.80,,,,2459117.5
"       (2020 SV5)",ATE,0.5317,0.7218,14.45,5.70,156.78,22.41,224,0.0054,2.1,N,26.20,,,,2461000.5
"       (2020 SW5)",APO,0.5934,1.874,1.71,42.84,246.20,26.09,937,0.0019,0.741,N,25.80,,,,2459136.5
"       (2020 SX5)",APO,0.2810,1.399,6.18,21.28,303.40,23.25,604,0.0582,22.7,N,25.60,,,,2459120.5
"       (2020 SY5)",APO,0.5412,2.177,2.20,65.41,275.99,223.19,1.17e+03,0.0366,14.2,N,24.00,,,,2461000.5
"       (2020 SB6)",APO,0.2966,1.363,6.16,356.71,310.75,30.56,581,0.0179,6.98,N,26.00,,,,2459118.5
"       (2020 SC6)",ATE,0.1640,0.9241,11.28,359.48,169.53,127.89,324,0.0674,26.2,N,26.10,,,,2461000.5
"       (2020 SD6)",AMO,0.3380,1.575,8.87,176.68,180.07,3.44,722,0.0384,14.9,N,26.00,,,,2459119.5
"       (2020 SF6)",AMO,0.4072,1.726,11.89,185.02,163.35,6.62,829,0.031,12,N,26.10,,,,2459119.5
"       (2020 SG6)",APO,0.3367,1.245,1.82,357.88,290.03,296.59,507,0.00159,0.62,N,29.30,,,,2461000.5
"       (2020 SH6)",AMO,0.0732,1.102,1.70,23.61,276.47,224.41,422,0.0293,11.4,N,24.80,,,,2461000.5
"       (2020 SJ6)",AMO,0.3286,1.527,22.19,6.83,11.04,354.52,689,0.028,10.9,N,24.88,,,,2459119.5
"       (2020 SK6)",APO,0.3655,1.292,6.65,31.59,63.19,317.17,536,0.0131,5.08,N,23.40,,,,2459119.5
"       (2020 SL6)",APO,0.6712,2.671,1.45,11.98,301.77,11.22,1.59e+03,0.00521,2.03,N,27.89,,,,2459132.5
"       (2020 SM6)",AMO,0.3640,1.602,21.57,191.89,220.18,174.51,740,0.079,30.8,N,22.89,,,,2461000.5
"       (2020 SN6)",APO,0.2129,1.109,0.03,97.47,346.03,92.34,426,0.000455,0.177,N,28.84,,,,2461000.5
"       (2020 SP6)",APO,0.5586,2.26,3.51,355.82,353.37,188.54,1.24e+03,0.00349,1.36,N,26.40,,,,2461000.5
"       (2020 SR6)",ATE,0.2370,0.8761,1.20,233.61,279.05,329.21,300,0.0128,4.97,N,25.70,,,,2461000.5
"       (2020 SS6)",APO,0.3046,1.064,13.14,196.26,50.18,335.08,401,0.106,41.2,N,23.30,,,,2461000.5
"       (2020 ST6)",APO,0.4911,1.942,12.72,191.70,143.21,333.98,988,0.0409,15.9,N,24.50,,,,2461000.5
"       (2020 SV6)",AMO,0.1864,1.337,10.65,33.40,307.36,139.90,564,0.133,51.8,N,23.80,,,,2461000.5
"       (2020 SW6)",APO,0.0885,1.096,2.64,189.97,203.71,151.85,419,0.00443,1.72,N,28.80,,,,2461000.5
"       (2020 SX6)",APO,0.2180,1.266,0.86,181.11,156.31,238.22,521,0.00031,0.121,N,27.11,,,,2461000.5
"       (2020 SY6)",APO,0.3177,1.435,20.67,0.56,314.32,25.74,628,0.0455,17.7,N,24.30,,,,2461000.5
"       (2020 SA7)",APO,0.3730,1.373,6.26,14.31,287.50,104.25,587,0.0197,7.68,N,25.10,,,,2461000.5
"       (2020 SB7)",AMO,0.3429,1.73,2.38,329.22,26.27,99.46,831,0.132,51.4,N,24.70,,,,2461000.5
"       (2020 SC7)",APO,0.2683,1.347,11.01,184.72,154.20,15.77,571,0.00405,1.58,N,26.80,,,,2459121.5
"       (2020 SJ7)",APO,0.7463,1.612,11.99,242.60,6.71,225.20,748,0.182,71,N,20.20,,,,2461000.5
"       (2020 SR7)",APO,0.6810,2.272,5.84,244.15,224.80,158.71,1.25e+03,0.0429,16.7,N,22.20,,,,2461000.5
"       (2020 SK18)",AMO,0.4568,2.259,3.86,69.14,288.64,195.93,1.24e+03,0.233,90.8,N,20.45,,,,2461000.5
"       (2020 TA)",APO,0.3700,1.371,12.42,8.29,299.85,100.62,586,0.00128,0.499,N,25.50,,,,2461000.5
"       (2020 TB)",APO,0.3729,1.599,10.63,188.86,205.00,350.11,738,0.0247,9.61,N,24.75,,,,2459127.5
"       (2020 TC)",APO,0.6306,1.418,7.96,356.80,268.98,36.01,617,0.0292,11.4,N,24.20,,,,2459133.5
"       (2020 TD)",APO,0.6119,2.032,4.40,342.51,102.32,259.48,1.06e+03,0.0201,7.82,N,24.40,,,,2461000.5
"       (2020 TE)",AMO,0.2331,1.33,10.67,6.65,345.10,134.00,561,0.0236,9.2,N,24.77,,,,2461000.5
"       (2020 TF)",APO,0.3028,1.089,19.22,221.22,271.36,94.21,415,0.00304,1.18,Y,21.69,,,,2461000.5
"       (2020 TG)",APO,0.2127,1.026,3.55,342.00,139.22,253.42,380,0.0426,16.6,N,25.61,,,,2461000.5
"       (2020 TH)",AMO,0.5955,2.536,4.06,202.32,173.55,95.97,1.48e+03,0.0278,10.8,N,26.10,,,,2461000.5
"       (2020 TJ)",APO,0.3784,1.621,8.12,3.40,336.77,188.24,754,0.0211,8.2,N,24.90,,,,2461000.5
"       (2020 TK)",ATE,0.1520,0.9322,29.51,11.15,219.59,19.18,329,0.0298,11.6,N,24.80,,,,2461000.5
"       (2020 TL)",AMO,0.5730,2.457,9.22,9.62,0.25,1.01,1.41e+03,0.0485,18.9,N,25.80,,,,2459130.5
"       (2020 TM)",AMO,0.3966,1.75,28.81,11.18,65.34,49.79,846,0.223,87,N,22.90,,,,2461000.5
"       (2020 TN)",APO,0.1942,1.126,15.52,194.59,254.18,49.23,436,0.0251,9.77,N,26.70,,,,2461000.5
"       (2020 TO)",AMO,0.3185,1.635,15.83,207.92,125.98,181.41,764,0.19,73.8,N,23.30,,,,2461000.5
"       (2020 TP)",AMO,0.1953,1.326,20.87,15.81,347.18,135.03,558,0.0713,27.7,N,23.70,,,,2461000.5
"       (2020 TQ)",AMO,0.5695,2.376,4.92,196.55,166.21,3.29,1.34e+03,0.0266,10.4,N,26.80,,,,2459132.5
"       (2020 TR)",AMO,0.3315,1.528,7.96,185.57,184.18,258.27,690,0.0199,7.75,N,24.70,,,,2461000.5
"       (2020 TS)",APO,0.2498,1.291,32.65,11.53,50.89,330.33,536,0.0435,16.9,N,24.70,,,,2459130.5
"       (2020 TT)",APO,0.6983,1.788,5.89,311.01,297.11,27.54,873,0.0363,14.1,Y,21.75,,,,2459129.5
"       (2020 TV)",APO,0.5650,1.58,18.18,10.85,278.13,26.39,725,0.00221,0.86,N,25.60,,,,2459130.5
"       (2020 TW)",APO,0.2891,1.378,0.15,290.40,52.88,76.84,591,0.00085,0.331,N,27.60,,,,2461000.5
"       (2020 TX)",AMO,0.4320,2.21,6.45,283.45,40.95,210.23,1.2e+03,0.253,98.6,N,19.80,,,,2461000.5
"       (2020 TY)",APO,0.2182,1.09,17.72,12.30,107.82,101.31,415,0.0243,9.44,N,24.45,,,,2461000.5
"       (2020 TZ)",APO,0.5860,2.342,3.59,16.46,27.15,147.75,1.31e+03,0.00458,1.78,N,27.70,,,,2461000.5
"       (2020 TA1)",AMO,0.3534,1.585,9.53,194.11,199.14,354.46,729,0.0378,14.7,N,25.80,,,,2459135.5
"       (2020 TB1)",APO,0.4306,1.639,1.02,11.32,309.13,22.04,766,0.00338,1.32,N,26.70,,,,2459131.5
"       (2020 TC1)",AMO,0.2193,1.572,24.64,17.75,340.67,221.92,720,0.237,92.4,N,20.80,,,,2461000.5
"       (2020 TD1)",APO,0.6470,2.602,0.48,174.37,146.79,10.01,1.53e+03,0.000766,0.298,N,24.80,,,,2459131.5
"       (2020 TE1)",APO,0.6558,1.655,32.56,13.23,252.59,32.37,778,0.0947,36.9,N,22.90,,,,2459131.5
"       (2020 TF1)",APO,0.4000,1.653,3.90,352.01,69.64,340.59,776,0.0544,21.2,N,25.20,,,,2459130.5
"       (2020 TG1)",APO,0.5082,1.343,5.38,41.12,75.41,61.11,568,0.0217,8.45,N,23.80,,,,2461000.5
"       (2020 TH1)",AMO,0.1146,1.183,26.25,195.96,245.77,306.05,470,0.114,44.4,N,24.80,,,,2459130.5
"       (2020 TJ1)",ATE,0.2144,0.9074,29.91,195.64,337.67,208.92,316,0.0794,30.9,N,24.40,,,,2459131.5
"       (2020 TK1)",APO,0.4165,1.48,12.67,199.45,234.33,274.14,658,0.00884,3.44,N,23.00,,,,2461000.5
"       (2020 TO1)",APO,0.2267,1.264,24.42,191.76,252.97,172.00,519,0.112,43.6,N,23.60,,,,2461000.5
"       (2020 TP1)",APO,0.6556,2.288,3.09,14.55,298.88,183.44,1.26e+03,0.00108,0.419,N,26.71,,,0.4167,2461000.5
"       (2020 TQ1)",AMO,0.3839,1.664,0.31,120.68,232.68,146.58,784,0.0191,7.43,N,24.20,,,,2461000.5
"       (2020 TR1)",APO,0.2933,1.217,9.13,16.98,70.52,250.60,490,0.0079,3.07,N,27.10,,,,2461000.5
"       (2020 TS1)",ATE,0.1707,0.8878,3.05,17.25,145.25,269.22,306,0.00183,0.713,N,29.20,,,0.15,2461000.5
"       (2020 TT1)",APO,0.6388,2.403,4.40,19.84,306.03,143.57,1.36e+03,0.00707,2.75,N,27.00,,,,2461000.5
"       (2020 TU1)",APO,0.4508,1.812,5.78,21.98,321.48,46.93,891,0.0328,12.8,N,24.96,,,,2461000.5
"       (2020 TV1)",AMO,0.5296,2.483,15.85,339.01,356.73,117.64,1.43e+03,0.158,61.5,N,21.50,,,,2461000.5
"       (2020 TW1)",APO,0.1757,1.045,8.49,193.16,90.92,355.44,390,0.00622,2.42,N,27.50,,,,2461000.5
"       (2020 TX1)",APO,0.5723,2.368,2.99,201.27,206.77,352.91,1.33e+03,0.0294,11.4,N,26.00,,,,2459133.5
"       (2020 TY1)",APO,0.5410,1.874,5.87,50.94,49.04,332.03,937,0.00362,1.41,N,22.68,,,,2461000.5
"       (2020 TZ1)",AMO,0.2591,1.436,4.36,19.90,51.29,316.47,629,0.0949,36.9,N,24.20,,,,2461000.5
"       (2020 TA2)",AMO,0.5292,2.357,10.84,194.57,160.45,152.52,1.32e+03,0.118,45.7,N,23.60,,,,2461000.5
"       (2020 TC2)",APO,0.3887,1.041,24.91,0.95,262.44,4.74,388,0.0515,20.1,N,20.77,,,,2461000.5
"       (2020 TD2)",APO,0.6693,2.484,6.06,199.56,118.78,120.31,1.43e+03,0.00891,3.47,N,25.50,,,,2461000.5
"       (2020 TE2)",ATE,0.2144,0.9863,1.58,349.08,139.61,351.37,358,0.0155,6.05,N,26.25,,,,2461000.5
"       (2020 TH2)",AMO,0.4020,1.824,4.52,56.78,296.21,37.70,900,0.112,43.6,N,24.10,,,,2461000.5
"       (2020 TJ2)",APO,0.6160,2.088,5.53,198.90,249.00,343.40,1.1e+03,0.0135,5.24,N,25.47,,,,2459132.5
"       (2020 TK2)",APO,0.1876,1.082,7.98,14.76,275.16,260.33,411,0.0152,5.91,N,25.40,,,,2461000.5
"       (2020 TL2)",ATE,0.2152,0.8662,19.65,14.52,193.04,282.87,294,0.0443,17.2,N,24.50,,,,2461000.5
"       (2020 TM2)",AMO,0.3438,1.788,30.06,214.77,244.67,3.80,874,0.334,130,N,21.03,,,,2461000.5
"       (2020 TO2)",APO,0.4947,1.597,6.70,203.59,243.25,171.10,737,0.00338,1.32,N,26.43,,,,2461000.5
"       (2020 TP2)",APO,0.6773,2.41,2.85,136.65,322.89,342.76,1.37e+03,0.0208,8.11,N,23.30,,,,2459133.5
"       (2020 TQ2)",APO,0.3138,1.431,5.09,189.87,229.26,331.98,626,0.0352,13.7,N,25.60,,,,2461000.5
"       (2020 TR2)",APO,0.6654,2.53,5.60,46.41,41.82,84.20,1.47e+03,0.0146,5.67,N,24.00,,,,2461000.5
"       (2020 TS2)",APO,0.9507,2.502,20.01,131.55,76.15,117.66,1.45e+03,0.215,83.5,N,19.04,,,,2461000.5
"       (2020 TT2)",AMO,0.2448,1.413,8.13,187.99,177.74,4.74,613,0.0652,25.4,N,25.90,,,,2459130.5
"       (2020 TU2)",APO,0.3784,1.542,22.19,197.99,220.39,341.26,699,0.0245,9.55,N,24.10,,,,2459133.5
"       (2020 TV2)",ATE,0.2652,0.9286,22.16,197.91,54.86,353.52,327,0.0164,6.38,N,26.05,,,,2461000.5
"       (2020 TW2)",APO,0.3797,1.473,1.83,212.22,115.36,332.01,653,0.00979,3.81,N,26.85,,,,2461000.5
"       (2020 TX2)",APO,0.7329,2.408,26.59,12.31,101.44,110.69,1.36e+03,0.0163,6.35,Y,20.80,,,,2461000.5
"       (2020 TY2)",APO,0.5672,2.34,18.67,21.15,330.95,6.58,1.31e+03,0.0545,21.2,N,25.01,,,,2459135.5
"       (2020 TZ2)",APO,0.1823,1.18,9.65,25.07,272.40,58.91,468,0.0874,34,N,24.20,,,,2459133.5
"       (2020 TA3)",ATE,0.1588,0.8923,11.59,20.73,167.84,215.81,308,0.0316,12.3,N,26.40,,,,2461000.5
"       (2020 TB3)",APO,0.2600,1.182,4.63,188.87,107.14,51.97,469,0.00706,2.75,N,25.60,,,,2459133.5
"       (2020 TC3)",APO,0.5357,1.885,11.65,19.65,56.21,342.78,945,0.0202,7.88,N,24.80,,,,2459134.5
"       (2020 TF3)",APO,0.4852,1.956,6.75,14.22,23.02,306.74,999,0.0267,10.4,N,26.01,,,,2461000.5
"       (2020 TG3)",AMO,0.6207,2.842,9.12,229.53,201.80,13.00,1.75e+03,0.103,39.9,N,22.50,,,0.1047,2461000.5
"       (2020 TH3)",APO,0.1742,1.112,6.44,19.71,66.19,78.33,428,0.00608,2.36,N,26.20,,,,2461000.5
"       (2020 TJ3)",APO,0.2435,1.056,8.71,222.66,265.74,171.17,396,0.00113,0.438,N,24.60,,,,2461000.5
"       (2020 TK3)",APO,0.6138,2.351,0.98,28.86,34.80,140.62,1.32e+03,0.00151,0.587,N,27.48,,,,2461000.5
"       (2020 TL3)",AMO,0.1340,1.188,24.97,197.79,185.45,356.42,473,0.0313,12.2,N,26.00,,,,2459134.5
"       (2020 TM3)",AMO,0.2015,1.334,9.88,23.56,16.78,99.36,562,0.0745,29,N,25.20,,,,2461000.5
"       (2020 TN3)",AMO,0.1506,1.217,34.84,20.03,10.83,351.77,491,0.0386,15,N,24.20,,,,2459135.5
"       (2020 TP3)",AMO,0.2881,1.565,14.32,210.89,152.35,230.53,715,0.136,53.1,N,22.01,,,,2461000.5
"       (2020 TQ3)",ATE,0.2449,0.8727,1.51,347.85,172.47,317.30,298,0.0155,6.01,N,26.50,,,,2461000.5
"       (2020 TR3)",APO,0.0800,1.076,28.40,16.31,63.66,307.34,408,0.0338,13.1,N,25.46,,,,2459135.5
"       (2020 TS3)",APO,0.2159,1.191,14.62,18.70,297.13,45.30,475,0.0284,11,N,25.30,,,,2459136.5
"       (2020 TU3)",APO,0.5718,1.956,8.86,218.46,237.51,292.27,999,0.0057,2.22,N,23.70,,,,2461000.5
"       (2020 TV3)",AMO,0.3601,1.671,26.05,205.44,198.90,120.95,789,0.0875,34,N,23.70,,,,2461000.5
"       (2020 TW3)",APO,0.6859,2.091,10.82,28.69,87.41,229.63,1.1e+03,0.0219,8.52,N,22.48,,,,2461000.5
"       (2020 TX3)",AMO,0.4982,2.115,9.52,28.38,17.77,229.43,1.12e+03,0.0768,29.9,N,25.50,,,,2461000.5
"       (2020 TY3)",AMO,0.5491,2.318,6.94,214.68,211.17,349.93,1.29e+03,0.0757,29.4,N,23.30,,,,2459135.5
"       (2020 TZ3)",APO,0.5993,2.402,1.33,312.78,22.78,143.81,1.36e+03,0.00337,1.31,N,24.83,,,,2461000.5
"       (2020 TG4)",AMO,0.5533,2.684,5.33,254.40,189.98,43.39,1.61e+03,0.215,83.7,N,20.00,,,,2461000.5
"       (2020 TH4)",APO,0.3613,1.586,9.31,204.52,155.16,9.36,730,0.0342,13.3,N,27.00,,,,2459136.5
"       (2020 TJ4)",AMO,0.5344,2.484,5.38,340.25,51.85,106.17,1.43e+03,0.178,69.3,N,23.80,,,,2461000.5
"       (2020 TK4)",ATE,0.3381,0.8571,7.57,205.71,320.22,38.80,290,0.0121,4.7,N,26.30,,,,2461000.5
"       (2020 TM4)",AMO,0.5753,2.626,7.17,359.90,83.42,58.16,1.55e+03,0.184,71.7,N,21.80,,,,2461000.5
"       (2020 TN4)",AMO,0.4106,1.743,5.25,205.81,175.98,359.55,840,0.0309,12,N,27.58,,,,2459135.5
"       (2020 TO4)",APO,0.4034,1.56,16.22,16.46,316.48,19.80,712,0.00902,3.51,N,26.70,,,,2459136.5
"       (2020 TP4)",APO,0.5963,2.513,19.98,19.44,349.32,2.56,1.46e+03,0.0226,8.8,N,26.80,,,,2459136.5
"       (2020 TQ4)",AMO,0.2348,1.47,6.57,37.93,256.28,52.76,651,0.158,61.5,N,22.70,,,,2459134.5
"       (2020 TS4)",APO,0.1731,1.175,2.59,201.41,141.39,29.51,465,0.00246,0.958,N,27.90,,,,2461000.5
"       (2020 TT4)",APO,0.3602,1.483,11.03,20.45,320.58,315.82,660,0.00819,3.19,N,27.20,,,,2461000.5
"       (2020 TV4)",APO,0.7259,2.447,7.70,204.31,95.18,12.49,1.4e+03,0.0171,6.65,N,26.10,,,,2459137.5
"       (2020 TW4)",APO,0.5571,2.277,7.13,202.64,171.20,1.92,1.26e+03,0.0143,5.55,N,27.20,,,,2459137.5
"       (2020 TX4)",APO,0.4618,1.653,7.74,22.73,50.53,125.26,777,0.00397,1.54,N,27.60,,,,2461000.5
"       (2020 TY4)",APO,0.4859,1.95,8.00,354.48,348.31,326.12,994,0.00306,1.19,N,24.02,,,,2461000.5
"       (2020 TZ4)",APO,0.4689,1.622,23.65,19.86,72.04,332.86,755,0.0786,30.6,N,24.35,,,,2459135.5
"       (2020 TA5)",AMO,0.5770,2.48,1.92,313.85,69.94,359.31,1.43e+03,0.0608,23.7,N,25.81,,,,2459137.5
"       (2020 TB5)",AMO,0.3486,1.588,3.80,5.30,10.36,2.28,731,0.0355,13.8,N,27.20,,,,2459136.5
